,R_PFK,R_PFL,R_PGI,R_PGK,R_PGL,R_ACALD,R_AKGt2r,R_PGM,R_PIt2r,R_ALCD2x,R_ACALDt,R_ACKr,R_PPC,R_ACONTa,R_ACONTb,R_ATPM,R_PPCK,R_ACt2r,R_PPS,R_ADK1,R_AKGDH,R_ATPS4r,R_PTAr,R_PYK,R_BIOMASS_Ecoli_core_w_GAM,R_PYRt2,R_CO2t,R_RPE,R_CS,R_RPI,R_SUCCt2_2,R_CYTBD,R_D_LACt2,R_ENO,R_SUCCt3,R_ETOHt2r,R_SUCDi,R_SUCOAS,R_TALA,R_THD2,R_TKT1,R_TKT2,R_TPI,R_EX_ac_e,R_EX_acald_e,R_EX_akg_e,R_EX_co2_e,R_EX_etoh_e,R_EX_for_e,R_EX_fru_e,R_EX_fum_e,R_EX_glc__D_e,R_EX_gln__L_e,R_EX_glu__L_e,R_EX_h_e,R_EX_h2o_e,R_EX_lac__D_e,R_EX_mal__L_e,R_EX_nh4_e,R_EX_o2_e,R_EX_pi_e,R_EX_pyr_e,R_EX_succ_e,R_FBA,R_FBP,R_FORt2,R_FORt,R_FRD7,R_FRUpts2,R_FUM,R_FUMt2_2,R_G6PDH2r,R_GAPD,R_GLCpts,R_GLNS,R_GLNabc,R_GLUDy,R_GLUN,R_GLUSy,R_GLUt2r,R_GND,R_H2Ot,R_ICDHyr,R_ICL,R_LDH_D,R_MALS,R_MALt2_2,R_MDH,R_ME1,R_ME2,R_NADH16,R_NADTRHD,R_NH4t,R_O2t,R_PDH
control__wt_glc__1,0.5474966,0.95247585,0.96703035,0.95581275,0.90841657,0.9589115,0.95286167,0.9554761,0.9522829,0.9622484,0.72888184,0.9441719,0.81989044,0.9520742,0.9754485,0.97670645,0.99993306,0.9505721,0.9928615,0.9372008,0.98184866,0.982018,0.95186555,0.9812246,0.997988,0.96468955,0.96001196,0.7913937,0.9840261,0.74836993,0.96130145,0.9695641,0.9430458,0.9742692,0.96007496,0.9428765,0.95787793,0.9713772,0.97736204,0.97052675,0.9793445,0.9824373,0.9380709,0.22981502,0.0,0.22981502,0.0,0.22981502,0.4133422,0.2901337,0.3667571,0.29011598,0.43734446,0.3286216,0.49183583,0.39115113,0.22981502,0.36733195,0.3889324,0.61543214,0.22981502,0.22095394,0.22394636,0.9717729,0.94853055,0.98139,0.29069677,0.78891116,0.9575058,0.94306153,0.95382047,0.97784436,0.9992893,0.93361974,0.9666307,0.9560628,0.97409207,0.93586797,0.94527435,0.960199,0.9506115,0.963276,0.98876274,0.9352852,0.9532003,0.9370511,0.9255402,0.96816826,0.95360386,0.92613083,0.9201676,0.9670619,0.72967523,0.9473671,0.946052
control__wt_glc__2,0.53914833,0.95266753,0.966527,0.95625544,0.90916914,0.9598355,0.9532327,0.9552413,0.9531323,0.96328956,0.7373595,0.94428056,0.7994809,0.9529393,0.9761526,0.97730654,0.9996672,0.9511433,0.99330854,0.93681717,0.9827731,0.98214495,0.9522481,0.9811899,0.9981824,0.96496934,0.96040857,0.79754317,0.9847227,0.7360086,0.9620411,0.97043985,0.943804,0.97386235,0.96058184,0.9434968,0.95807505,0.9714599,0.9774405,0.97115076,0.98013043,0.98273575,0.9385914,0.22987838,0.0,0.22987838,0.0,0.22987838,0.41511032,0.25214645,0.3779568,0.25212678,0.452636,0.35374114,0.51234514,0.39449638,0.22987838,0.37853378,0.39227116,0.61881953,0.22987838,0.22101486,0.2240081,0.97241104,0.9489358,0.9820406,0.29185212,0.8248722,0.95644253,0.9443928,0.95456195,0.9782065,0.99993306,0.9333159,0.9671296,0.95713574,0.97480565,0.93674237,0.9456413,0.9685474,0.9507849,0.9636893,0.9890432,0.93572426,0.9539239,0.9377309,0.9261991,0.9688172,0.958272,0.926841,0.92054933,0.9676081,0.738159,0.9477602,0.94651955
fur__wt_dpd__1,0.32129276,0.95900023,0.9737173,0.96035,0.88250035,0.96573716,0.95674473,0.97039026,0.9537058,0.9678052,0.97538674,0.9446581,0.85659456,0.95426625,0.9792544,0.9779205,0.9998264,0.95097077,0.99741495,0.9317151,0.9812475,0.9813896,0.9550615,0.9837655,0.99872327,0.9649814,0.96890634,0.9830412,0.984539,0.9127475,0.9604269,0.97107697,0.9430479,0.9808252,0.9600224,0.9425762,0.9188924,0.9739245,0.98443246,0.96838933,0.98879546,0.989644,0.94291174,0.23035605,0.0,0.23035605,0.0,0.23035605,0.4974988,0.22836694,0.22590028,0.2527217,0.4353529,0.38044515,0.47820365,0.49131835,0.23035605,0.22646268,0.48885763,0.71543276,0.23035605,0.22147411,0.22447357,0.97642666,0.95038867,0.98326224,0.35635874,0.85477316,0.96130115,0.94673604,0.9535045,0.97929585,0.9999329,0.9390854,0.963312,0.9607664,0.9774765,0.94436604,0.9449896,0.9738791,0.9537098,0.9747138,0.9938294,0.94754905,0.95961,0.9475885,0.9267226,0.971592,0.96131694,0.93030417,0.9237014,0.9160331,0.94950265,0.95412415,0.95325196
fur__wt_dpd__2,0.25361398,0.95965636,0.97280526,0.95983577,0.80069864,0.93121964,0.9572415,0.9694697,0.9537936,0.96863586,0.9760501,0.9445065,0.79213315,0.955004,0.9799376,0.9782442,0.99993294,0.9507281,0.99811935,0.9313419,0.9807419,0.98169994,0.95463336,0.9845269,0.998829,0.9645749,0.969521,0.97350705,0.98470235,0.92212385,0.9600703,0.97154164,0.94246227,0.9819819,0.9595499,0.94185114,0.9450881,0.97358984,0.98355895,0.96747273,0.987819,0.9889072,0.9424859,0.23012535,0.0,0.23012535,0.0,0.23012535,0.5214059,0.23196068,0.22567208,0.27534413,0.43910605,0.38257763,0.49980384,0.5219638,0.23012535,0.22623588,0.51941484,0.7455955,0.23012535,0.22125232,0.22424877,0.9759318,0.9505921,0.9829597,0.37930715,0.8839546,0.9607682,0.9470239,0.9527369,0.9788336,0.9992272,0.938766,0.96301556,0.9607524,0.9771915,0.9453601,0.9446406,0.97347945,0.95284337,0.97608757,0.9933447,0.94832504,0.9591931,0.94791305,0.9260882,0.97115326,0.96087664,0.9297944,0.9232594,0.94072354,0.9502037,0.95479697,0.95228744
fur__wt_fe__1,0.47744536,0.95136213,0.96611696,0.95535046,0.90735304,0.95880634,0.9523641,0.95365685,0.95194757,0.9621758,0.8079358,0.94431084,0.6921173,0.95172757,0.9750425,0.9765259,0.9999332,0.9501479,0.9930548,0.93878025,0.9825732,0.9832235,0.9511126,0.9809111,0.99830055,0.9644371,0.9603034,0.8292291,0.9834337,0.80378044,0.9610205,0.9693626,0.94248563,0.97383624,0.96015215,0.94262123,0.95759803,0.97184795,0.97618794,0.97142357,0.9778265,0.9809857,0.9364953,0.22934815,0.0,0.22934815,0.0,0.22934815,0.41105255,0.3055526,0.3481471,0.33100125,0.4697811,0.31200662,0.47652587,0.42081904,0.22934815,0.34872866,0.41853017,0.6444401,0.22934815,0.22050509,0.22349142,0.9704118,0.94816756,0.98083246,0.28917888,0.78762287,0.95715404,0.9422872,0.9531834,0.9782175,0.9993025,0.93336946,0.968005,0.9562896,0.9749423,0.93566424,0.94580793,0.95083165,0.95047605,0.9626984,0.9882904,0.93329287,0.9519024,0.93554634,0.9236266,0.9673567,0.95678073,0.9252101,0.9196618,0.96660024,0.80877274,0.94672346,0.94462126
fur__wt_fe__2,0.4998172,0.95199996,0.96682185,0.95511377,0.9074813,0.9585872,0.95240295,0.9537043,0.9519901,0.9618819,0.745866,0.94450843,0.73812485,0.9512038,0.9745394,0.97640884,0.9999332,0.9501934,0.9930176,0.9388392,0.98213905,0.9830512,0.9513041,0.98097336,0.9980775,0.9645828,0.9593932,0.8257881,0.9832104,0.79598117,0.96107,0.969283,0.9424857,0.9735467,0.96018934,0.9425407,0.9584477,0.97194266,0.97646,0.9709067,0.97795594,0.9812682,0.9367358,0.22947349,0.0,0.22947349,0.0,0.22947349,0.41412756,0.3075379,0.3455204,0.34329125,0.46700466,0.31348437,0.48211744,0.39760333,0.22947349,0.34609836,0.39537415,0.6215078,0.22947349,0.22062558,0.22361355,0.970602,0.94800556,0.98086524,0.29117686,0.78792155,0.95786977,0.94212985,0.9531323,0.9781368,0.9991272,0.9341567,0.9670184,0.95604944,0.97382,0.93518287,0.9457213,0.95499384,0.9502347,0.9622219,0.98807174,0.9336869,0.9522791,0.9361284,0.9243397,0.9678126,0.9570893,0.925415,0.9199383,0.96656233,0.74666804,0.9462481,0.9449075
fur__delfur_dpd__1,0.3872544,0.9589695,0.97397614,0.95872074,0.9143264,0.96346045,0.95575374,0.9678665,0.953148,0.96545815,0.6345687,0.94460434,0.993685,0.95133585,0.9761733,0.97620094,0.9978404,0.95065284,0.99494845,0.9320178,0.97910273,0.9799279,0.9544864,0.98314166,0.9967685,0.96514624,0.96164036,0.9783684,0.98221385,0.8688701,0.96078956,0.96973395,0.94307643,0.9782855,0.9602072,0.9425671,0.946681,0.97355765,0.9837654,0.9674618,0.9889236,0.9894704,0.9418466,0.23044017,0.0,0.23044017,0.0,0.23044017,0.4859527,0.24157971,0.26429504,0.27898195,0.4352454,0.38423607,0.47930807,0.35235128,0.23044017,0.26485765,0.35023707,0.5775089,0.23044017,0.221555,0.22455554,0.9751981,0.94813395,0.98313576,0.34597513,0.8652694,0.96235496,0.9444918,0.9536376,0.9784217,0.9999329,0.9401272,0.96144885,0.9588491,0.9737689,0.9393968,0.9436252,0.9740492,0.952236,0.96844095,0.9914011,0.947522,0.9597808,0.9468232,0.92688334,0.97116315,0.9612061,0.9302175,0.9235373,0.89726675,0.63531095,0.9484123,0.95304143
fur__delfur_dpd__2,0.48018926,0.9588396,0.97342104,0.9581758,0.9139552,0.96314824,0.9545645,0.96647704,0.95275295,0.965266,0.67329264,0.94506216,0.9932911,0.9512969,0.9758075,0.9759675,0.99757403,0.9503388,0.99440134,0.932715,0.9789723,0.97960055,0.9545902,0.9826014,0.99626225,0.96481955,0.9619471,0.91548824,0.98165905,0.8371916,0.9603607,0.9693159,0.9428179,0.9779885,0.9599281,0.94246626,0.923102,0.97358894,0.98306566,0.96679115,0.9882139,0.9889093,0.9421186,0.23061499,0.0,0.23061499,0.0,0.23061499,0.47179714,0.23298366,0.2261621,0.28615934,0.4274877,0.36898202,0.46002093,0.36895433,0.23061499,0.2267212,0.366801,0.594184,0.23061499,0.22172306,0.22472589,0.97559416,0.94837314,0.9829234,0.3338292,0.84389263,0.96247655,0.9446354,0.95360833,0.97801816,0.9999328,0.9404966,0.96171594,0.9589462,0.97360677,0.9402082,0.94316757,0.9739821,0.9516387,0.96941465,0.9906083,0.94717795,0.959693,0.9463818,0.9270432,0.9711768,0.9615579,0.9305103,0.92415494,0.8974812,0.6740572,0.94974023,0.95339894
fur__delfur_fe2__1,0.6130125,0.9515531,0.96852344,0.95714355,0.9082965,0.958687,0.95320505,0.9622589,0.9521307,0.9620322,0.7866264,0.94532406,0.9838517,0.94879735,0.9722924,0.9763847,0.9990834,0.9510682,0.9933767,0.9364062,0.9812221,0.982803,0.9513284,0.9803784,0.99780995,0.96530837,0.96186066,0.7860764,0.98221755,0.7672157,0.9600846,0.96928436,0.94387716,0.9752177,0.9592981,0.9435677,0.9068122,0.9690872,0.97731316,0.9714487,0.9792883,0.982529,0.9386692,0.2301113,0.0,0.2301113,0.0,0.2301113,0.43926647,0.28585172,0.3245469,0.32225043,0.44889393,0.32158613,0.46596873,0.41338423,0.2301113,0.32511857,0.41110155,0.63780266,0.2301113,0.22123879,0.22423506,0.97232395,0.9492212,0.9823082,0.3085445,0.682376,0.95980865,0.9428068,0.9539541,0.9792686,0.999933,0.93652254,0.96567696,0.9577783,0.9789808,0.9357557,0.94272596,0.92311424,0.95148414,0.9637708,0.9881805,0.9318862,0.9539817,0.9359942,0.9258641,0.9693099,0.95931387,0.92795557,0.92202216,0.9690241,0.78745234,0.94949317,0.94767374
fur__delfur_fe2__2,0.59743077,0.9516724,0.9687795,0.9573189,0.9083941,0.9587951,0.9532924,0.9624826,0.95214343,0.96215343,0.794411,0.9451823,0.9722522,0.94879097,0.9722522,0.9764442,0.99918014,0.95107913,0.9936085,0.9362799,0.98113686,0.9828929,0.95107126,0.98057514,0.9980291,0.9654389,0.96195245,0.78314555,0.9822267,0.77467674,0.96018654,0.96942395,0.94390714,0.9756578,0.9593016,0.9435879,0.9169516,0.9688899,0.97731334,0.97166485,0.97909105,0.98246914,0.9386213,0.23006912,0.0,0.23006912,0.0,0.23006912,0.44815537,0.2934502,0.33419394,0.33032513,0.45317516,0.322962,0.4805308,0.41625097,0.23006912,0.3347655,0.41396084,0.6406066,0.23006912,0.22119825,0.22419396,0.97226006,0.9492364,0.9823883,0.31515735,0.68607247,0.9601786,0.94285077,0.9539724,0.9793177,0.999933,0.93679625,0.96563596,0.9578708,0.9790556,0.9357478,0.94276404,0.92815006,0.9516231,0.9637065,0.98812157,0.9316858,0.9541222,0.9360198,0.92583823,0.9694319,0.95935285,0.92809093,0.9221784,0.96923476,0.79524076,0.9494453,0.94771683
acid__wt_ph5__1,0.5573942,0.95238256,0.9673655,0.95622784,0.91011024,0.9586343,0.95289695,0.95795435,0.9519076,0.9619238,0.7373452,0.9443116,0.8830416,0.95145226,0.9743977,0.9763785,0.9980705,0.95041555,0.99366546,0.9364319,0.981359,0.9805963,0.9515429,0.9801114,0.9971461,0.96413124,0.96118075,0.78050244,0.98239374,0.7467071,0.96015584,0.9696655,0.9429556,0.97310084,0.9594897,0.9431862,0.95563656,0.97020954,0.97784686,0.970312,0.9797981,0.9824726,0.9396622,0.23007546,0.0,0.23007546,0.0,0.23007546,0.4085463,0.24948312,0.3201722,0.24946342,0.43046886,0.32653037,0.44081816,0.39458823,0.23007546,0.32074374,0.3923552,0.6190978,0.23007546,0.22120436,0.22420014,0.97291166,0.9475774,0.9818557,0.28765985,0.7417601,0.9571837,0.9428058,0.9539179,0.9782312,0.999933,0.9340924,0.9656784,0.95735323,0.97531027,0.93767554,0.9472976,0.9315164,0.9511803,0.963467,0.9883183,0.9331917,0.95349216,0.9367906,0.92552084,0.9689718,0.94943404,0.9272435,0.9214509,0.96864265,0.73814344,0.9485629,0.94819236
acid__wt_ph5__2,0.5689842,0.9522808,0.9670481,0.9561495,0.90997744,0.9585618,0.9527361,0.95787793,0.95174867,0.96183926,0.7401115,0.9440192,0.87960136,0.95133877,0.9742987,0.97615516,0.99791294,0.95017993,0.99338007,0.93628967,0.98149806,0.9802407,0.9514688,0.97995687,0.99703985,0.9639756,0.96136624,0.78302383,0.98225486,0.74615,0.9600359,0.9694328,0.9428032,0.9728324,0.95943487,0.9430811,0.9558401,0.97024274,0.9775446,0.97029006,0.9797342,0.9822962,0.9393267,0.23006232,0.0,0.23006232,0.0,0.23006232,0.3999263,0.24496163,0.31889454,0.24494192,0.43110842,0.32488185,0.44061756,0.3956595,0.23006232,0.31946605,0.39342263,0.6201503,0.23006232,0.2211917,0.22418734,0.972793,0.94744444,0.9816695,0.28234196,0.7482056,0.95717037,0.9428426,0.95383775,0.97813785,0.999933,0.9341829,0.96565866,0.9573734,0.97533333,0.9377422,0.9473873,0.931743,0.9513486,0.96344346,0.9884767,0.93313247,0.95363873,0.9368829,0.92552316,0.9690504,0.95504785,0.9274112,0.9216505,0.9687607,0.7409116,0.94855404,0.94833726
acid__delgadx_ph5__1,0.5545414,0.9529757,0.9683154,0.9562711,0.91027564,0.95887864,0.9535926,0.958512,0.95238835,0.96204984,0.76248777,0.9446702,0.8399353,0.951803,0.97511905,0.9768594,0.9993929,0.9505495,0.99443215,0.93715113,0.9824095,0.98143584,0.9521026,0.98060215,0.99796206,0.96432626,0.962513,0.7780266,0.9828293,0.743559,0.9603923,0.9699887,0.9429141,0.9737808,0.95981085,0.943192,0.95685446,0.97111017,0.9790707,0.9706017,0.9800799,0.9828884,0.94001883,0.23007593,0.0,0.23007593,0.0,0.23007593,0.40116796,0.2559384,0.31724796,0.26906672,0.42090285,0.32771358,0.447871,0.40427217,0.23007593,0.3178215,0.40201744,0.6287231,0.23007593,0.22120479,0.22420059,0.97329986,0.9477528,0.9818557,0.28309774,0.76213694,0.9578281,0.9427052,0.95399666,0.9790747,0.999933,0.9347742,0.9660252,0.95716786,0.974987,0.93820363,0.94871455,0.943127,0.95219916,0.9643243,0.98982805,0.93364686,0.9538193,0.9375532,0.9257868,0.96913135,0.95611537,0.92721176,0.92160845,0.9575463,0.7632998,0.9489649,0.9482435
acid__delgadx_ph5__2,0.61819595,0.9531765,0.9677722,0.9562642,0.9101574,0.95797396,0.95248353,0.95821875,0.9516129,0.9612453,0.70003694,0.94470495,0.9862374,0.9510206,0.973766,0.9760226,0.9984344,0.9503138,0.9929756,0.93737453,0.98145777,0.9801251,0.95231175,0.97988033,0.996855,0.96422046,0.9613243,0.7365232,0.9819197,0.7081985,0.9601476,0.9692213,0.9430742,0.9725933,0.9596718,0.9433526,0.95689994,0.97124493,0.9779179,0.9696773,0.9804232,0.9830984,0.940328,0.23046519,0.0,0.23046519,0.0,0.23046519,0.39601082,0.2479907,0.30803385,0.26394272,0.41834167,0.3051139,0.41816002,0.37992653,0.23046519,0.3085985,0.3777252,0.6049171,0.23046519,0.22157905,0.22457993,0.97380155,0.9474926,0.98208755,0.28008625,0.7317593,0.95831156,0.94262606,0.95418334,0.9784312,0.9999329,0.9352838,0.9652728,0.95698285,0.9734462,0.9377555,0.9473149,0.9123646,0.9515655,0.9642659,0.98795897,0.9339077,0.9540807,0.93763906,0.9266365,0.969705,0.9116163,0.92794347,0.92239976,0.9264351,0.70081675,0.9495557,0.9495182
acid__delgadw_ph5__1,0.6147132,0.9523726,0.96713746,0.95614713,0.9098844,0.9581744,0.9525461,0.9573639,0.9519092,0.96153086,0.71960354,0.94401693,0.9125368,0.9518086,0.97469836,0.9763983,0.9979727,0.95045376,0.99320424,0.9366631,0.98186487,0.9806915,0.95164096,0.97974885,0.9971859,0.96405315,0.96090573,0.7551994,0.98256296,0.71703196,0.96050346,0.96952367,0.9431019,0.9728604,0.95981914,0.943378,0.95663226,0.9709593,0.97760916,0.97038347,0.9799342,0.98257285,0.9396054,0.23020932,0.0,0.23020932,0.0,0.23020932,0.3948474,0.24280491,0.32881862,0.24278519,0.42288032,0.3205951,0.4418595,0.3876671,0.23020932,0.32939053,0.38545048,0.61235464,0.23020932,0.22133304,0.22433057,0.97344613,0.94792753,0.98188657,0.27935323,0.74247754,0.95677817,0.94359493,0.95416915,0.9782224,0.99993294,0.93371683,0.9656939,0.95749605,0.9752052,0.938083,0.94727284,0.93523926,0.95118934,0.96400386,0.98828197,0.9340442,0.9538339,0.9373809,0.9262052,0.96932447,0.92918307,0.9273648,0.9216261,0.9594109,0.72039235,0.9488248,0.94811094
acid__delgadw_ph5__2,0.5626542,0.95225257,0.96745104,0.955995,0.90993655,0.9583402,0.9527768,0.9573923,0.9519806,0.9616885,0.7252276,0.94418037,0.8730401,0.95158446,0.97463244,0.97665644,0.9982579,0.9505518,0.99377835,0.9368551,0.98154193,0.9809625,0.951549,0.9801072,0.9973592,0.9641954,0.960715,0.77120924,0.9828505,0.73659295,0.96060854,0.9697332,0.94318515,0.9732214,0.9599011,0.94328564,0.9565666,0.9708604,0.97776,0.9703362,0.97941744,0.9822179,0.93921995,0.23005597,0.0,0.23005597,0.0,0.23005597,0.3939005,0.25102675,0.32649678,0.25100705,0.42691854,0.32964015,0.44160852,0.389825,0.23005597,0.32707027,0.38760397,0.6143471,0.23005597,0.22118561,0.22418115,0.9726381,0.9479228,0.9818001,0.27877104,0.76099485,0.9568582,0.9432561,0.9540992,0.97835916,0.999933,0.9337058,0.96590203,0.9573805,0.97535574,0.93766505,0.9473099,0.94270426,0.9509302,0.96349376,0.98827404,0.9337945,0.95350206,0.93699497,0.92575973,0.9689074,0.9476962,0.9267589,0.9210082,0.95871663,0.72601986,0.94829136,0.947574
acid__delgade_ph5__1,0.507983,0.952157,0.96709514,0.9560678,0.9099065,0.9590767,0.95380324,0.957332,0.9520625,0.9622924,0.7812055,0.9437329,0.79433197,0.95257056,0.975663,0.97672045,0.9987161,0.95054626,0.99415356,0.93640566,0.98257285,0.98153704,0.9512867,0.98047566,0.9978024,0.96423197,0.9618414,0.7813551,0.98329157,0.75339484,0.9602287,0.9697634,0.94278574,0.97335714,0.9596379,0.9430398,0.9559595,0.97034824,0.9775731,0.9708405,0.97905195,0.98186,0.93880606,0.22987114,0.0,0.22987114,0.0,0.22987114,0.38953346,0.2613503,0.3151185,0.2613306,0.4187264,0.31192648,0.42134935,0.4112298,0.22987114,0.31569153,0.40895933,0.6354317,0.22987114,0.2210079,0.22400104,0.97211456,0.9475649,0.9814091,0.27621162,0.7552498,0.9570209,0.94321305,0.95370674,0.9785262,0.99993306,0.9337591,0.965955,0.95738125,0.9764684,0.9378333,0.94826597,0.9408953,0.9514757,0.9637101,0.9892621,0.9331959,0.953502,0.93694913,0.9252897,0.96933216,0.9581256,0.9267882,0.92100084,0.96827865,0.7820266,0.94842744,0.94746447
acid__delgade_ph5__2,0.48690143,0.9523282,0.96664333,0.95604867,0.9100422,0.9592436,0.95363134,0.95730656,0.95209783,0.9624779,0.7967791,0.94361943,0.7677984,0.9527081,0.9757576,0.9768009,0.9987933,0.9504364,0.9943208,0.9361528,0.98289156,0.9812124,0.95117265,0.9804663,0.9979173,0.96420825,0.9621059,0.7986708,0.9834801,0.75870776,0.9602948,0.96988547,0.9427395,0.9733048,0.9596629,0.94301903,0.95607823,0.9703284,0.9771021,0.9710548,0.97897613,0.98160803,0.93846583,0.22979602,0.0,0.22979602,0.0,0.22979602,0.4016327,0.2538593,0.32101756,0.2538396,0.42426682,0.31625175,0.44444424,0.41697344,0.22979602,0.3215924,0.41468993,0.6410607,0.22979602,0.22093569,0.22392784,0.972043,0.94747573,0.98146826,0.283336,0.7764147,0.9567377,0.94350326,0.9536648,0.9785214,0.99993306,0.9336508,0.9661512,0.95756054,0.97670245,0.9381922,0.9483419,0.94723165,0.9516549,0.9637476,0.9893306,0.9331252,0.9536176,0.9371351,0.92531997,0.9694327,0.95844245,0.9269972,0.9211861,0.96830475,0.7976098,0.94836944,0.9473793
oxidative__wt_pq__1,0.62482923,0.9570837,0.97029966,0.9537876,0.9118037,0.95689166,0.9551476,0.96685314,0.9506559,0.95999175,0.37716028,0.9408072,0.9910798,0.9502896,0.97766984,0.9763217,0.99846184,0.9507786,0.99336827,0.9314416,0.980178,0.9793723,0.9518021,0.9807956,0.9991448,0.9652754,0.96120924,0.7256476,0.9845094,0.6660609,0.9619397,0.96989185,0.9440637,0.977751,0.96158737,0.943743,0.9644004,0.9732295,0.973475,0.9709628,0.9760327,0.97901595,0.9350841,0.2310916,0.0,0.2310916,0.0,0.2310916,0.4332866,0.22456478,0.28969646,0.22454499,0.39146504,0.35228232,0.44324017,0.21221192,0.2310916,0.29024875,0.2103293,0.4386613,0.2310916,0.2221813,0.22519034,0.96914357,0.94785666,0.9831771,0.304217,0.9696127,0.96108055,0.9528334,0.9545795,0.9834246,0.99309707,0.9383782,0.9627237,0.95863575,0.97439355,0.9375804,0.9496284,0.97647214,0.95565045,0.93155843,0.9999327,0.9496918,0.96089846,0.94850004,0.93016076,0.9744074,0.8934724,0.9318969,0.9253384,0.9113781,0.37776208,0.9469678,0.9536985
oxidative__wt_pq__2,0.62379324,0.9572559,0.971275,0.95404506,0.91283315,0.957822,0.95660067,0.9674208,0.9517389,0.9607795,0.37899792,0.9416334,0.99191755,0.95090157,0.9783023,0.9771779,0.9989865,0.9517627,0.99452657,0.9322405,0.98000073,0.98041445,0.9523387,0.98170316,0.99975455,0.96608067,0.96105266,0.721701,0.9850011,0.6763499,0.9629332,0.9708256,0.9450956,0.9786032,0.9626501,0.94470364,0.9645465,0.9740107,0.97399086,0.97156,0.9759506,0.9792545,0.93527114,0.23108108,0.0,0.23108108,0.0,0.23108108,0.432289,0.23451161,0.2725662,0.23449183,0.40837818,0.36052293,0.43904516,0.21353646,0.23108108,0.27312246,0.21165194,0.43997157,0.23108108,0.22217119,0.22518009,0.96913904,0.9485697,0.9841934,0.3035202,0.967306,0.9612684,0.95288706,0.95555544,0.9846665,0.9940159,0.93839884,0.96391505,0.95961946,0.9751073,0.9377872,0.9503176,0.9772017,0.95542485,0.94465417,0.9999327,0.95062447,0.9612803,0.94927835,0.9305163,0.9748203,0.89141256,0.9313893,0.9249697,0.8974145,0.3796017,0.94695437,0.9533225
oxidative__deloxyr_pq__1,0.6206096,0.957478,0.9718202,0.9533989,0.9119056,0.95699924,0.956204,0.961021,0.9526017,0.9603464,0.45806256,0.9428668,0.9935826,0.952392,0.97973305,0.97801,0.99938476,0.95242363,0.9959189,0.9340538,0.9817963,0.9806529,0.9535354,0.98135126,0.99993277,0.96628505,0.9616026,0.7764781,0.9852899,0.71944183,0.9640299,0.97115546,0.94552356,0.977373,0.96387166,0.9454029,0.96414065,0.9764789,0.9762593,0.9722811,0.97689235,0.980285,0.93535155,0.2309284,0.0,0.2309284,0.0,0.2309284,0.40919045,0.22570391,0.23961678,0.2256861,0.40226665,0.37934098,0.4325078,0.26435056,0.2309284,0.24018255,0.262404,0.4904422,0.2309284,0.2220244,0.2250313,0.97017425,0.9499607,0.98456585,0.28817436,0.94682324,0.9597213,0.95115757,0.9562139,0.98546004,0.9951652,0.93695194,0.96537507,0.9603267,0.97638786,0.93985593,0.9516917,0.9773533,0.95512587,0.9691515,0.99980414,0.95297754,0.96080935,0.9499904,0.9293792,0.9732939,0.8858602,0.9305385,0.92411715,0.8999215,0.45871142,0.9475908,0.952022
oxidative__deloxyr_pq__2,0.61906993,0.957484,0.9721193,0.9531288,0.9118306,0.9572468,0.95627606,0.9606174,0.952856,0.9605028,0.4551265,0.9428863,0.9937133,0.9521858,0.9793331,0.9780461,0.9993496,0.9524349,0.9963249,0.9341403,0.98121715,0.9810708,0.9534234,0.98171926,0.99993277,0.9665364,0.9608309,0.7667155,0.98503655,0.73142916,0.96395844,0.97128105,0.94552153,0.9776883,0.9637509,0.94528824,0.96368563,0.9762827,0.97606915,0.97200066,0.9764013,0.98022866,0.9349509,0.23077774,0.0,0.23077774,0.0,0.23077774,0.4013459,0.25313494,0.22630987,0.25311515,0.40868825,0.37499332,0.4293492,0.26263806,0.23077774,0.22687528,0.2606967,0.4885921,0.23077774,0.22187956,0.2248845,0.9697252,0.95013964,0.98437035,0.28332672,0.9556573,0.9605107,0.95082366,0.9561337,0.9854873,0.99535024,0.9373311,0.96528894,0.9602102,0.9759624,0.9394662,0.9512883,0.977028,0.9543308,0.96865565,0.99886525,0.9525337,0.9606827,0.9500685,0.92918414,0.9732738,0.89892316,0.93007374,0.92370605,0.9022622,0.45577097,0.9469311,0.95152944
oxidative__delsoxr_pq__1,0.6073044,0.9586151,0.9687209,0.9568899,0.9120051,0.9601622,0.95762193,0.96948856,0.95257694,0.9627124,0.40381837,0.9429024,0.9926244,0.9500109,0.9771728,0.9760768,0.9999327,0.9517341,0.99441093,0.93214756,0.9813394,0.97862697,0.9534276,0.98237014,0.998532,0.9661094,0.9615689,0.79627264,0.9836265,0.71946186,0.9622139,0.9690019,0.9446691,0.9766782,0.9617153,0.94401425,0.9427817,0.9737699,0.9771748,0.9712098,0.9789494,0.98211294,0.93802357,0.23095262,0.0,0.23095262,0.0,0.23095262,0.45666635,0.2484044,0.28451875,0.24838263,0.42307252,0.34812742,0.4504224,0.23069938,0.23095262,0.28507072,0.22879414,0.4569453,0.23095262,0.22204769,0.2250549,0.9721219,0.9470017,0.9837887,0.3215768,0.85764366,0.9620833,0.946056,0.9548165,0.9811376,0.9966525,0.93907607,0.96324265,0.96022755,0.9761242,0.9380611,0.9505925,0.97682065,0.95591056,0.96694034,0.9992977,0.94912654,0.9615827,0.94926697,0.9306242,0.9750282,0.9123494,0.93139577,0.9245623,0.8984232,0.40443566,0.9468276,0.9529864
