,R_PFK,R_PFL,R_PGI,R_PGK,R_PGL,R_ACALD,R_AKGt2r,R_PGM,R_PIt2r,R_ALCD2x,R_ACALDt,R_ACKr,R_PPC,R_ACONTa,R_ACONTb,R_ATPM,R_PPCK,R_ACt2r,R_PPS,R_ADK1,R_AKGDH,R_ATPS4r,R_PTAr,R_PYK,R_BIOMASS_Ecoli_core_w_GAM,R_PYRt2,R_CO2t,R_RPE,R_CS,R_RPI,R_SUCCt2_2,R_CYTBD,R_D_LACt2,R_ENO,R_SUCCt3,R_ETOHt2r,R_SUCDi,R_SUCOAS,R_TALA,R_THD2,R_TKT1,R_TKT2,R_TPI,R_EX_ac_e,R_EX_acald_e,R_EX_akg_e,R_EX_co2_e,R_EX_etoh_e,R_EX_for_e,R_EX_fru_e,R_EX_fum_e,R_EX_glc__D_e,R_EX_gln__L_e,R_EX_glu__L_e,R_EX_h_e,R_EX_h2o_e,R_EX_lac__D_e,R_EX_mal__L_e,R_EX_nh4_e,R_EX_o2_e,R_EX_pi_e,R_EX_pyr_e,R_EX_succ_e,R_FBA,R_FBP,R_FORt2,R_FORt,R_FRD7,R_FRUpts2,R_FUM,R_FUMt2_2,R_G6PDH2r,R_GAPD,R_GLCpts,R_GLNS,R_GLNabc,R_GLUDy,R_GLUN,R_GLUSy,R_GLUt2r,R_GND,R_H2Ot,R_ICDHyr,R_ICL,R_LDH_D,R_MALS,R_MALt2_2,R_MDH,R_ME1,R_ME2,R_NADH16,R_NADTRHD,R_NH4t,R_O2t,R_PDH
control__wt_glc__1,0.826617,0.9880583,0.9937224,0.9839482,0.9733305,0.9803133,0.9777414,0.99125075,0.9797913,0.9804654,0.8321013,0.9829889,0.9902396,0.9790498,0.9870472,0.98843515,0.99856716,0.98003846,0.99221003,0.97913796,0.9891939,0.9892164,0.9832914,0.9882208,0.995475,0.98552966,0.9876366,0.91921884,0.9877974,0.875132,0.9842852,0.9865114,0.97861946,0.9903762,0.98439926,0.9786886,0.9909863,0.99086183,0.9925678,0.9844667,0.99657774,0.99742985,0.9788562,0.25775066,0.0,0.25775066,0.0,0.25775066,0.5436763,0.3189592,0.40905657,0.31895402,0.4860335,0.36716312,0.62511945,0.42919958,0.25775066,0.40942127,0.4276492,0.683267,0.25775066,0.32994506,0.31713054,0.99443793,0.98150074,0.99437225,0.38056874,0.91153944,0.99121445,0.981836,0.98404324,0.9903243,0.99412686,0.98351777,0.9879546,0.9878043,0.98723215,0.98169255,0.9788476,0.9963893,0.9837148,0.99396265,0.99730366,0.98143333,0.98790795,0.97971183,0.9809649,0.99297917,0.99284434,0.9817738,0.9797636,0.99814194,0.8566396,0.9998652,0.99994123
control__wt_glc__2,0.826292,0.988053,0.99365836,0.9839048,0.9733855,0.98037183,0.9778328,0.99124026,0.9798257,0.9805205,0.84117556,0.9829749,0.99024296,0.9790773,0.9870592,0.9884748,0.99852043,0.98007804,0.99219954,0.9791084,0.98916787,0.98928887,0.98328775,0.9882259,0.99548185,0.9855434,0.98763824,0.9257377,0.9878473,0.86137754,0.9843127,0.9865545,0.97865033,0.9903916,0.98443025,0.9787281,0.99104494,0.9909291,0.9925902,0.98449767,0.9965967,0.9974073,0.9788716,0.25775334,0.0,0.25775334,0.0,0.25775334,0.54549164,0.27734518,0.421191,0.27734,0.5026212,0.39451948,0.6473761,0.4327456,0.25775334,0.42155743,0.43119,0.6868018,0.25775334,0.32994848,0.31713384,0.9944379,0.9815005,0.99441195,0.3817515,0.95066345,0.99127483,0.98187906,0.984069,0.9903052,0.9941665,0.98363686,0.9880323,0.9878318,0.98725104,0.98170274,0.97886294,0.9963927,0.9837475,0.9939678,0.99737275,0.9814348,0.9879372,0.9797531,0.98098546,0.9930206,0.9928702,0.9817857,0.97979456,0.9981679,0.86571765,0.99986863,0.99994123
fur__wt_dpd__1,0.8210656,0.98550653,0.9907656,0.9809522,0.97020835,0.9770855,0.97443694,0.9877208,0.9767374,0.9771389,0.9999414,0.9795616,0.9872159,0.9764444,0.9845295,0.98535144,0.99550426,0.97692174,0.98894423,0.97580516,0.9864215,0.9862802,0.98018026,0.9849172,0.99233025,0.9823807,0.9845157,0.9990678,0.98491204,0.99423605,0.9811814,0.9833888,0.9754261,0.98741925,0.9812314,0.9755174,0.9882084,0.98823947,0.98977995,0.9816449,0.9935726,0.9942274,0.97588444,0.25696588,0.0,0.25696588,0.0,0.25696588,0.6325074,0.25008014,0.25373495,0.27658573,0.48127618,0.42155498,0.6071459,0.5358796,0.25696588,0.25409165,0.5341599,0.7886754,0.25696588,0.32894042,0.31616494,0.9912722,0.9784795,0.9911654,0.45020765,0.9783985,0.9885634,0.97918946,0.98099184,0.98695225,0.9909724,0.98093843,0.9856306,0.9850051,0.9845777,0.9790516,0.97619456,0.9935571,0.9807592,0.9910516,0.9946289,0.9784795,0.9850585,0.9765289,0.9780401,0.9900884,0.98996603,0.97887236,0.9768993,0.9956421,0.9880258,0.9965554,0.9966381
fur__wt_dpd__2,0.8193836,0.98576015,0.99092156,0.98110205,0.9704743,0.97729176,0.9745913,0.9878971,0.9769247,0.9772883,0.9999414,0.9797165,0.98747313,0.9766541,0.9847262,0.9855603,0.9956917,0.9770798,0.989131,0.9759424,0.98656666,0.9864736,0.9803024,0.984995,0.9925139,0.9825238,0.9845056,0.9991659,0.98507947,0.9943044,0.9813278,0.9835492,0.9755305,0.98758,0.9813674,0.97563046,0.988371,0.98840374,0.9899065,0.98178273,0.9936961,0.99437165,0.97597,0.25699067,0.0,0.25699067,0.0,0.25699067,0.6591524,0.2542678,0.25375772,0.30151963,0.48588598,0.4243323,0.6312225,0.56984806,0.25699067,0.25411445,0.5680644,0.8224873,0.25699067,0.32897216,0.31619546,0.99136615,0.97862214,0.99126273,0.47566667,0.99524534,0.98867947,0.9793408,0.98110205,0.98706645,0.99109215,0.9809917,0.98581016,0.9851639,0.9848279,0.9792719,0.97632325,0.99369437,0.98087454,0.99110246,0.99479556,0.978567,0.98522425,0.97657657,0.9781586,0.9902167,0.99009776,0.9789823,0.9770074,0.9957158,0.9880229,0.9965551,0.9967343
fur__wt_fe__1,0.823923,0.9883052,0.99385357,0.98423123,0.9735614,0.9806602,0.9780191,0.9912332,0.980031,0.980738,0.92053384,0.9832373,0.9904865,0.97918755,0.9871679,0.9886302,0.99886614,0.9802004,0.99244314,0.97932583,0.98934746,0.98927486,0.9834292,0.9884141,0.9956875,0.985697,0.98766047,0.9626254,0.98800445,0.937637,0.98447835,0.9866787,0.9787986,0.9905781,0.9845907,0.97884876,0.9910379,0.9908685,0.9926177,0.98458034,0.99662775,0.9974851,0.97891444,0.25775737,0.0,0.25775737,0.0,0.25775737,0.5421089,0.33651486,0.38950267,0.36441574,0.5225565,0.34970477,0.60947233,0.46259776,0.25775737,0.38987258,0.46099374,0.71652657,0.25775737,0.3299536,0.31713876,0.9944136,0.98167825,0.99451905,0.37956056,0.91191226,0.9912989,0.98193234,0.9842105,0.99051934,0.99431163,0.9834828,0.98799926,0.9878921,0.9873511,0.9818701,0.9788505,0.9964324,0.98378354,0.99392617,0.99732435,0.98147434,0.9879906,0.97975624,0.9810232,0.99308443,0.9929565,0.98189604,0.9798634,0.9981626,0.9451057,0.99981505,0.99994123
fur__wt_fe__2,0.8248775,0.98825175,0.9938536,0.9841986,0.97344416,0.9805429,0.9779191,0.99120396,0.97996044,0.9806414,0.8519363,0.98318225,0.99038637,0.9791325,0.9871196,0.9885594,0.99878836,0.98014706,0.99238104,0.97927594,0.98928535,0.9892041,0.9833897,0.9883641,0.9956132,0.9856522,0.9876762,0.9583255,0.98792684,0.9285997,0.9844319,0.9866046,0.97873324,0.9905506,0.9845391,0.97878855,0.99099827,0.9908323,0.99258846,0.98453045,0.9966019,0.9974713,0.9788871,0.25775424,0.0,0.25775424,0.0,0.25775424,0.54522043,0.33850196,0.3864127,0.3776754,0.5192281,0.3511317,0.6152967,0.43691266,0.25775424,0.38678086,0.43535015,0.69095075,0.25775424,0.32994962,0.31713492,0.9944327,0.98159033,0.9944621,0.3815765,0.9117543,0.99129385,0.9818686,0.9841571,0.99046415,0.9942443,0.9834329,0.9879839,0.98783004,0.98731667,0.9817753,0.9788352,0.996429,0.98375607,0.9939677,0.9973157,0.98147106,0.98797524,0.97974783,0.9810321,0.9930499,0.99293065,0.98184615,0.97980833,0.9981454,0.87648195,0.9998617,0.99994123
fur__delfur_dpd__1,0.8245752,0.9861936,0.9916472,0.9817507,0.9707919,0.97772866,0.9751313,0.98870826,0.97747344,0.9778494,0.72533303,0.9803796,0.9877769,0.9771112,0.985214,0.9860625,0.99613833,0.97774076,0.98975515,0.97664726,0.9870974,0.98697835,0.98099875,0.9858124,0.99304765,0.98325294,0.9856676,0.99994135,0.98567617,0.9951829,0.98205775,0.9840998,0.9762782,0.9881736,0.9821026,0.97637135,0.9890653,0.9891101,0.99065894,0.9824527,0.99439293,0.99502593,0.9767663,0.257199,0.0,0.257199,0.0,0.257199,0.62031305,0.2645963,0.2956344,0.3053118,0.48141786,0.42590773,0.6087074,0.3849094,0.257199,0.2959897,0.38343474,0.6386158,0.257199,0.32923883,0.31645176,0.99221635,0.9792395,0.9920473,0.43915358,0.99038815,0.9894706,0.97991043,0.98185074,0.9878235,0.9918421,0.98178005,0.9863437,0.9857176,0.9850622,0.9794586,0.9770164,0.994436,0.98154724,0.9922525,0.9956606,0.9793275,0.9858711,0.97741824,0.9789015,0.99097455,0.9908331,0.9797156,0.97774595,0.9965126,0.74978095,0.9978148,0.99756986
fur__delfur_dpd__2,0.82641995,0.986168,0.99169636,0.9817989,0.9707664,0.97769535,0.97514594,0.98885196,0.9774694,0.9778644,0.76707476,0.9804362,0.9877532,0.97713304,0.98521936,0.9860766,0.9961673,0.97775227,0.9897903,0.97671384,0.98712707,0.98700976,0.9810589,0.9858282,0.99304867,0.9832685,0.9856454,0.99994135,0.985723,0.9672252,0.98207486,0.98413783,0.9763223,0.98829484,0.98212314,0.9764068,0.98913485,0.98915726,0.9907097,0.9824768,0.9944993,0.9951479,0.97687775,0.2572256,0.0,0.2572256,0.0,0.2572256,0.60457546,0.25507465,0.25399485,0.3129174,0.47267243,0.40905124,0.5874196,0.40271568,0.2572256,0.25434846,0.40121502,0.6563776,0.2572256,0.32927293,0.3164845,0.99231905,0.9793357,0.99209994,0.425681,0.9665145,0.989554,0.9799687,0.98190236,0.98786706,0.99188435,0.98182476,0.98640263,0.985792,0.9851331,0.9795772,0.97703296,0.9945079,0.9816212,0.99229145,0.9957757,0.9794375,0.9859334,0.9775073,0.9789683,0.9910771,0.99092185,0.97981524,0.97782815,0.9965847,0.79154074,0.99788356,0.99769384
fur__delfur_fe2__1,0.8283989,0.9879423,0.99374473,0.98413104,0.97298944,0.98020226,0.97752315,0.99079597,0.9796699,0.9804097,0.89427036,0.9828105,0.9901167,0.9792153,0.98722327,0.9883174,0.9984824,0.97998965,0.9920906,0.9790632,0.98929393,0.989007,0.9830957,0.9882171,0.9953816,0.98549825,0.9875758,0.9122912,0.9878213,0.894756,0.98417425,0.9863936,0.97858787,0.99054533,0.9842503,0.9786674,0.9907614,0.9907545,0.99252963,0.98442143,0.99658114,0.9974471,0.9788696,0.25775602,0.0,0.25775602,0.0,0.25775602,0.57142067,0.3138859,0.3624659,0.35365248,0.49803907,0.35902452,0.5962171,0.4529402,0.25775602,0.36282712,0.45134655,0.7069057,0.25775602,0.32995188,0.31713712,0.99448276,0.98150724,0.99432546,0.39969337,0.79418236,0.9913422,0.9820725,0.9840498,0.99025494,0.99409735,0.98352957,0.98815316,0.9878282,0.98685163,0.9816127,0.97893703,0.99630976,0.9837542,0.9937983,0.9972725,0.98149514,0.9878178,0.9798185,0.980987,0.99307925,0.9929254,0.9818305,0.9798185,0.99818337,0.91883343,0.99983233,0.99994123
fur__delfur_fe2__2,0.82795256,0.9879888,0.99377054,0.98414296,0.9730375,0.98024523,0.97755575,0.99082005,0.979699,0.9804423,0.9029598,0.9828276,0.99017364,0.9792462,0.987249,0.9883518,0.99852216,0.9800205,0.9921285,0.97907335,0.98931974,0.989038,0.9831145,0.988255,0.99542475,0.9855361,0.98759127,0.90925324,0.9878713,0.90308255,0.98419654,0.98643494,0.97861356,0.99056596,0.98427606,0.9786948,0.9907699,0.9907803,0.9925485,0.984442,0.9966018,0.9974781,0.9788815,0.25775912,0.0,0.25775912,0.0,0.25775912,0.58122635,0.3222486,0.37306756,0.3625446,0.5028105,0.3605966,0.61220926,0.4561589,0.25775912,0.37343055,0.45456353,0.71011364,0.25775912,0.32995588,0.31714097,0.99449134,0.98152775,0.9943427,0.40699583,0.7983645,0.99136454,0.9820947,0.98406345,0.99028766,0.99412316,0.983538,0.9881859,0.9878471,0.9868895,0.981628,0.97896963,0.9963339,0.98376614,0.9938034,0.9972984,0.981507,0.98784363,0.9798511,0.98099715,0.9931051,0.99296856,0.9818631,0.9798494,0.99820757,0.927525,0.9998375,0.99994123
acid__wt_ph5__1,0.82804376,0.9878727,0.9936131,0.9839421,0.97310084,0.9802189,0.97758806,0.9911362,0.97972107,0.9804211,0.8405029,0.9828998,0.9900455,0.97902447,0.9869981,0.98836017,0.99851,0.97998554,0.9920246,0.978983,0.98928666,0.9892037,0.9831729,0.98815966,0.9953762,0.9854511,0.9876791,0.90636283,0.9878969,0.87247354,0.9842325,0.9864294,0.97863555,0.9903445,0.98431545,0.9786822,0.9909443,0.99080086,0.9925345,0.9845108,0.99667263,0.99749017,0.97890174,0.25776494,0.0,0.25776494,0.0,0.25776494,0.5379539,0.2742135,0.35775438,0.27420658,0.47800896,0.36449042,0.56887186,0.43249196,0.25776494,0.35811737,0.43093282,0.6865578,0.25776494,0.3299633,0.3171481,0.994448,0.9814634,0.9943823,0.37690806,0.859164,0.9913229,0.98183155,0.9840994,0.9902529,0.9941438,0.9836897,0.98817694,0.9878969,0.9872349,0.9817849,0.97865283,0.99635804,0.98376924,0.9939277,0.9973035,0.98153424,0.9878831,0.97982824,0.9810105,0.9930496,0.99291134,0.9818661,0.97984725,0.9983233,0.8650479,0.9999136,0.99994123
acid__wt_ph5__2,0.8281492,0.9878847,0.9936079,0.9839367,0.9731109,0.98022383,0.97759646,0.9911309,0.97972083,0.9804261,0.8435867,0.9829048,0.99004364,0.9790156,0.98699105,0.9883583,0.9985204,0.97998184,0.99203146,0.9789862,0.98929864,0.9892174,0.9831883,0.98815954,0.9953831,0.9854544,0.9877015,0.9091742,0.9879089,0.87191045,0.98424095,0.9864483,0.9786457,0.99035823,0.98432565,0.9786889,0.99096495,0.99081284,0.9925431,0.9845279,0.99667084,0.9974798,0.97892743,0.2577676,0.0,0.2577676,0.0,0.2577676,0.5285666,0.26929173,0.35638392,0.26928654,0.47874162,0.3627155,0.5686876,0.43369257,0.2577676,0.3567469,0.4321317,0.6877542,0.2577676,0.32996672,0.31715137,0.9944566,0.98147875,0.99439436,0.371111,0.8662616,0.99135387,0.98183656,0.9841096,0.9902701,0.99415755,0.9837293,0.9881941,0.98791236,0.9872607,0.98179334,0.97866815,0.99637353,0.9837881,0.9939346,0.99731904,0.981541,0.9878968,0.9798522,0.9810259,0.99308586,0.9929441,0.9818832,0.97986084,0.9983527,0.8681319,0.9999205,0.99994123
acid__delgadx_ph5__1,0.8273466,0.9879816,0.9937134,0.98402673,0.97316813,0.9802983,0.97765195,0.9911776,0.97974867,0.98047113,0.86802214,0.9829758,0.9901526,0.9790486,0.9870465,0.9884085,0.9986293,0.98000443,0.9920713,0.9790348,0.98930734,0.98921055,0.98321605,0.98819417,0.99544364,0.9854718,0.9877327,0.9036591,0.9879246,0.8690126,0.9842601,0.9864795,0.97864413,0.990322,0.9843465,0.97868735,0.9909771,0.9908077,0.9925138,0.98456776,0.9966933,0.9975213,0.9789034,0.25776583,0.0,0.25776583,0.0,0.25776583,0.52989566,0.28126508,0.35456303,0.29562044,0.46756515,0.36578462,0.5765692,0.44307372,0.25776583,0.35492775,0.44150078,0.6970956,0.25776583,0.32996446,0.3171492,0.99444455,0.98145294,0.9943979,0.37191567,0.8814355,0.9913539,0.98179346,0.98411316,0.9902909,0.99414724,0.9836724,0.98815095,0.9879142,0.98740774,0.98187125,0.9786977,0.9963943,0.98381066,0.99394673,0.99721533,0.9815722,0.9879125,0.97981954,0.9810381,0.9930669,0.99292344,0.9818557,0.9798247,0.99834406,0.8925741,0.99989283,0.99994123
acid__delgadx_ph5__2,0.83077717,0.9876724,0.9935787,0.9838265,0.97282636,0.97995985,0.97735155,0.9911225,0.979507,0.9802295,0.798368,0.98280495,0.9898382,0.97882944,0.9868012,0.98816675,0.9984029,0.9798233,0.9918795,0.9789297,0.9891226,0.9890483,0.9831299,0.98803884,0.9952017,0.98531127,0.9876309,0.8567564,0.9877623,0.8290055,0.9840996,0.9862931,0.97850966,0.9902444,0.9841826,0.9785529,0.99090123,0.99072146,0.99248624,0.98440033,0.9966225,0.9974418,0.97890204,0.25776136,0.0,0.25776136,0.0,0.25776136,0.523517,0.2721182,0.34392324,0.2895276,0.463986,0.34053537,0.543367,0.41576627,0.25776136,0.34428275,0.41423482,0.6698978,0.25776136,0.32995874,0.3171437,0.9944498,0.9813617,0.99427176,0.36809444,0.8468833,0.9912763,0.98166764,0.98399246,0.9901251,0.9939969,0.98359144,0.98803365,0.9877623,0.9872264,0.98171604,0.9785961,0.99633044,0.9836692,0.99392956,0.9972569,0.9815432,0.9878245,0.979787,0.9809745,0.9929668,0.9928579,0.98180765,0.9797749,0.9983182,0.82289696,0.99993604,0.99994123
acid__delgadw_ph5__1,0.82906747,0.98775214,0.99353904,0.98384064,0.9730153,0.9801245,0.97751796,0.991095,0.97963184,0.98035085,0.82060325,0.9828416,0.98995245,0.9789456,0.9869173,0.98827934,0.99842536,0.97991014,0.9919523,0.97894907,0.9891954,0.98913664,0.98315614,0.98809785,0.9953003,0.9853686,0.98761904,0.87810385,0.98782474,0.8395091,0.9841725,0.9863763,0.9785792,0.9903362,0.98426414,0.9786207,0.990955,0.9907147,0.9924916,0.9844248,0.99662083,0.9974367,0.9789041,0.25775647,0.0,0.25775647,0.0,0.25775647,0.52271885,0.26675135,0.36697432,0.26674443,0.46944085,0.3577945,0.56970876,0.4246703,0.25775647,0.36733732,0.42312506,0.6787607,0.25775647,0.32995248,0.31713766,0.9944136,0.98142254,0.99432546,0.36762768,0.85942614,0.9912384,0.9817803,0.9840308,0.9901996,0.9940662,0.983609,0.98813415,0.9878541,0.98721284,0.98169905,0.9786639,0.99635124,0.9837041,0.9939331,0.99725693,0.98152107,0.98786104,0.97975457,0.9809783,0.9929669,0.9928597,0.98180103,0.97977877,0.99823177,0.8451387,0.999898,0.99994123
acid__delgadw_ph5__2,0.8279517,0.9878506,0.9936012,0.9839373,0.97309464,0.98022634,0.9775973,0.99112433,0.97973025,0.9804251,0.82728803,0.9829141,0.99003536,0.97902334,0.9870019,0.988364,0.9984928,0.9799774,0.9920231,0.9789715,0.9892593,0.9891919,0.98318547,0.98816174,0.99537116,0.9854359,0.98764837,0.8962141,0.98786616,0.8614443,0.98424155,0.9864419,0.9786154,0.99034995,0.984328,0.978669,0.9909705,0.9907579,0.9924846,0.98448354,0.9966295,0.99745744,0.9788747,0.25775778,0.0,0.25775778,0.0,0.25775778,0.5219783,0.27591363,0.36468256,0.2759067,0.47416025,0.36790615,0.5697601,0.4273136,0.25775778,0.36504728,0.42576316,0.6813932,0.25775778,0.32995418,0.31713933,0.9944482,0.98144317,0.9943773,0.36719576,0.88022405,0.9912695,0.9818148,0.98408425,0.9902376,0.9941215,0.98363143,0.9881531,0.98789036,0.9872128,0.9817422,0.9786569,0.99635637,0.98372996,0.9939348,0.9972725,0.9815071,0.9878679,0.97977346,0.98100066,0.9929859,0.9928459,0.98181134,0.97979075,0.9982473,0.85182536,0.9998963,0.99994123
acid__delgade_ph5__1,0.826404,0.9880507,0.993677,0.9840042,0.9732977,0.9804192,0.9777227,0.9911465,0.97986436,0.98056614,0.88926876,0.98299474,0.9902252,0.97910553,0.987081,0.98847765,0.9986656,0.9800787,0.99214214,0.97904676,0.9893955,0.98926413,0.98323846,0.98824257,0.9955058,0.9855374,0.9877067,0.90806997,0.9879366,0.88051724,0.984324,0.9865175,0.9787028,0.99042916,0.9844035,0.978746,0.9910065,0.99079734,0.99253625,0.9845746,0.99667776,0.99750745,0.97891194,0.2577667,0.0,0.2577667,0.0,0.2577667,0.5175679,0.2874317,0.35254708,0.28742477,0.46560144,0.34885147,0.5480418,0.45107836,0.2577667,0.35291353,0.44949156,0.7050665,0.2577667,0.3299656,0.3171503,0.9944583,0.9815255,0.9944514,0.36465195,0.87462986,0.9913384,0.9818885,0.98416495,0.99035484,0.9942198,0.9836896,0.9882581,0.9880092,0.9873316,0.98187983,0.9787114,0.9964323,0.9838296,0.99392766,0.9972724,0.98154277,0.9879487,0.979854,0.9810726,0.9930323,0.9929424,0.98190403,0.9798834,0.99831986,0.9138312,0.999879,0.99994123
acid__delgade_ph5__2,0.8258193,0.9881145,0.99366486,0.98404205,0.9733527,0.98048466,0.9777968,0.9911481,0.9799039,0.98061603,0.9066255,0.9830222,0.9902873,0.97913814,0.98710674,0.9885276,0.9986898,0.980113,0.9921766,0.9790465,0.9894196,0.9893349,0.9832642,0.9882787,0.99555415,0.98557526,0.98773074,0.9273543,0.9879814,0.8866055,0.9843601,0.98656917,0.9787406,0.9904567,0.9844448,0.9787803,0.99105823,0.99083006,0.99256724,0.98461074,0.9966916,0.9975057,0.97894627,0.25776982,0.0,0.25776982,0.0,0.25776982,0.53094965,0.27933693,0.35911465,0.27933174,0.47181427,0.35369563,0.5734322,0.457514,0.25776982,0.3594811,0.45591682,0.71147585,0.25776982,0.32996958,0.3171541,0.9944496,0.98156846,0.9944773,0.372561,0.8980692,0.99138147,0.98192805,0.9841907,0.9903841,0.99425775,0.98374647,0.9882977,0.9880436,0.9873833,0.9818952,0.97874403,0.9964548,0.98385364,0.9939345,0.99731904,0.9815546,0.98799,0.9798883,0.9811035,0.9930979,0.9929994,0.98192286,0.9799039,0.9983458,0.9311917,0.99987555,0.99994123
oxidative__wt_pq__1,0.8332484,0.9874722,0.99330926,0.9830848,0.97211736,0.97930056,0.9767725,0.9904771,0.9790085,0.979596,0.44437206,0.98210335,0.9894749,0.97887546,0.9871836,0.98769504,0.9978314,0.97937655,0.99140155,0.9784245,0.9887716,0.9887751,0.98271674,0.98760694,0.99488,0.98490095,0.9878696,0.84230644,0.9873339,0.78080595,0.9837726,0.98593426,0.97801495,0.99015224,0.9838572,0.97809786,0.9913342,0.9906067,0.9917247,0.98414236,0.9958442,0.9967065,0.97822404,0.25768474,0.0,0.25768474,0.0,0.25768474,0.56271267,0.24584119,0.32297814,0.245836,0.4333994,0.39080474,0.56920815,0.2321988,0.25768474,0.3233289,0.23089072,0.4868475,0.25768474,0.3298607,0.31704944,0.9938017,0.98088163,0.9938,0.3934399,0.99822366,0.99108016,0.98104924,0.9835479,0.9893677,0.99418014,0.98348916,0.98796463,0.9874687,0.9869762,0.9810234,0.9789584,0.9963557,0.9836585,0.9943219,0.9970365,0.98117024,0.987797,0.97924006,0.9807849,0.9926146,0.99269754,0.9815072,0.97952694,0.99819946,0.46876764,0.99994123,0.9995611
oxidative__wt_pq__2,0.83198667,0.98754126,0.99335593,0.9832092,0.9722227,0.97941804,0.9768261,0.99049264,0.9791225,0.9796703,0.44639456,0.982188,0.98954225,0.97893417,0.98723716,0.9877763,0.9978849,0.97946465,0.99144995,0.97848666,0.98884416,0.98881996,0.98275477,0.9876812,0.9949353,0.98497176,0.98785746,0.83805186,0.9874082,0.79205304,0.98387104,0.9859999,0.9780927,0.99017125,0.98394704,0.97817904,0.9913273,0.9906568,0.9917281,0.984208,0.9958563,0.9967428,0.97819805,0.25768518,0.0,0.25768518,0.0,0.25768518,0.5616544,0.25666568,0.30438045,0.25665876,0.45180488,0.39978227,0.5646766,0.23364897,0.25768518,0.30473468,0.23233917,0.4882964,0.25768518,0.32986125,0.31704998,0.9938432,0.9809024,0.99388814,0.39269754,0.99822366,0.99106634,0.9811356,0.98364466,0.989404,0.9942458,0.9834615,0.9880078,0.9875084,0.9869883,0.9810907,0.97897565,0.9964023,0.98364466,0.9943581,0.9970417,0.98117536,0.98782116,0.97921586,0.9808315,0.99254894,0.9926595,0.98148984,0.9795027,0.99818045,0.47078848,0.99994123,0.9995801
oxidative__deloxyr_pq__1,0.83078,0.9876976,0.9935818,0.98331857,0.9724557,0.97978455,0.9771077,0.9907425,0.9793629,0.98001266,0.53288853,0.9824493,0.9897402,0.9790484,0.9873485,0.987981,0.99803513,0.97964805,0.9915461,0.9785421,0.98898673,0.98897123,0.98297983,0.98785484,0.9950783,0.98511404,0.98784447,0.89842516,0.9875507,0.8395312,0.98409796,0.98610944,0.97828805,0.9903848,0.98416877,0.9783554,0.991432,0.9907961,0.99183816,0.98434335,0.9959701,0.99686,0.9783295,0.25770435,0.0,0.25770435,0.0,0.25770435,0.536877,0.24727002,0.26876944,0.2472631,0.44548765,0.42054066,0.5579305,0.28910756,0.25770435,0.26912716,0.287751,0.5436356,0.25770435,0.32988575,0.31707355,0.99400693,0.9809753,0.9940795,0.3762181,0.9982926,0.9910968,0.9814038,0.9838353,0.9895726,0.994356,0.9834983,0.98815036,0.9877045,0.9871878,0.98142976,0.9790277,0.99650055,0.9836728,0.994477,0.9971694,0.98126036,0.98794127,0.9791002,0.980875,0.9926486,0.99271774,0.9815403,0.97955126,0.9981837,0.5573171,0.99994123,0.9996889
oxidative__deloxyr_pq__2,0.82984746,0.9877892,0.99364406,0.98340327,0.9725439,0.9798572,0.97715795,0.99074775,0.9794252,0.9800559,0.53000766,0.9825012,0.9898094,0.97908825,0.9873693,0.98803806,0.9980818,0.97969824,0.99162215,0.978575,0.9890179,0.98898333,0.9829972,0.9879085,0.99512845,0.9851815,0.9878359,0.8883351,0.9876026,0.8531285,0.9841412,0.9861458,0.9783175,0.9904367,0.98420686,0.97839177,0.9914269,0.9908324,0.9918848,0.9843693,0.9959787,0.99690324,0.9783279,0.25770345,0.0,0.25770345,0.0,0.25770345,0.5286252,0.27729324,0.2544598,0.27728978,0.4527614,0.4160755,0.55480075,0.28743201,0.25770345,0.25481924,0.2860772,0.5419627,0.25770345,0.32988462,0.31707245,0.9940484,0.98100466,0.99412274,0.37113273,0.9982788,0.9911089,0.98144364,0.98387676,0.98959166,0.9943716,0.98347586,0.9881728,0.98772526,0.98718786,0.9814298,0.97902256,0.99653,0.98367286,0.9944908,0.99720395,0.9812725,0.98796546,0.9791124,0.9809062,0.99264693,0.9927195,0.9815404,0.9795514,0.9981907,0.5544344,0.99994123,0.99967855
oxidative__delsoxr_pq__1,0.830737,0.9877829,0.9934128,0.9833851,0.9723534,0.97945213,0.97690845,0.99042505,0.97923267,0.9796647,0.47368485,0.9822204,0.9894902,0.9788404,0.98714006,0.9877587,0.9980007,0.9795247,0.9913962,0.9784205,0.9889908,0.9887869,0.9828183,0.9877051,0.9949075,0.9850388,0.9879073,0.9199443,0.9872818,0.8394358,0.9838672,0.98588383,0.9780853,0.99000686,0.98393285,0.97818893,0.9909884,0.9907395,0.9919716,0.9842543,0.9960757,0.9969431,0.97839284,0.257691,0.0,0.257691,0.0,0.257691,0.58845305,0.27192986,0.31754786,0.27192295,0.46804458,0.38653043,0.5773194,0.25245336,0.257691,0.31789866,0.25112623,0.5070598,0.257691,0.32986864,0.3170571,0.9939623,0.98079824,0.9938811,0.4125665,0.98187655,0.99114734,0.981683,0.9836426,0.98980814,0.99412125,0.9835285,0.9881717,0.98758245,0.9870468,0.98112655,0.9790236,0.99646103,0.98365295,0.99435455,0.9970572,0.98124754,0.98784685,0.97928965,0.980895,0.9925937,0.99270254,0.9814998,0.9795333,0.99822015,0.4980914,0.99994123,0.9995922
