,R_PFK,R_PFL,R_PGI,R_PGK,R_PGL,R_ACALD,R_AKGt2r,R_PGM,R_PIt2r,R_ALCD2x,R_ACALDt,R_ACKr,R_PPC,R_ACONTa,R_ACONTb,R_ATPM,R_PPCK,R_ACt2r,R_PPS,R_ADK1,R_AKGDH,R_ATPS4r,R_PTAr,R_PYK,R_BIOMASS_Ecoli_core_w_GAM,R_PYRt2,R_CO2t,R_RPE,R_CS,R_RPI,R_SUCCt2_2,R_CYTBD,R_D_LACt2,R_ENO,R_SUCCt3,R_ETOHt2r,R_SUCDi,R_SUCOAS,R_TALA,R_THD2,R_TKT1,R_TKT2,R_TPI,R_EX_ac_e,R_EX_acald_e,R_EX_akg_e,R_EX_co2_e,R_EX_etoh_e,R_EX_for_e,R_EX_fru_e,R_EX_fum_e,R_EX_glc__D_e,R_EX_gln__L_e,R_EX_glu__L_e,R_EX_h_e,R_EX_h2o_e,R_EX_lac__D_e,R_EX_mal__L_e,R_EX_nh4_e,R_EX_o2_e,R_EX_pi_e,R_EX_pyr_e,R_EX_succ_e,R_FBA,R_FBP,R_FORt2,R_FORt,R_FRD7,R_FRUpts2,R_FUM,R_FUMt2_2,R_G6PDH2r,R_GAPD,R_GLCpts,R_GLNS,R_GLNabc,R_GLUDy,R_GLUN,R_GLUSy,R_GLUt2r,R_GND,R_H2Ot,R_ICDHyr,R_ICL,R_LDH_D,R_MALS,R_MALt2_2,R_MDH,R_ME1,R_ME2,R_NADH16,R_NADTRHD,R_NH4t,R_O2t,R_PDH
crp__delcrp_glyc__1_7,0.82373285,0.9860534,0.9916907,0.9817271,0.9712926,0.97829956,0.97567755,0.989255,0.9777648,0.97843754,0.91674125,0.98071796,0.98818547,0.97718,0.9851892,0.98641217,0.996412,0.97803736,0.9900226,0.9768747,0.98748684,0.98742133,0.98108023,0.9860948,0.9934467,0.9834866,0.9857705,0.99994135,0.9862035,0.9952718,0.9823326,0.9845285,0.9767056,0.98829246,0.98237056,0.97678155,0.989048,0.9891463,0.9907247,0.98267066,0.99473876,0.9954667,0.9768954,0.25724024,0.0,0.25724024,0.0,0.25724024,0.5941426,0.20710665,0.25399724,0.22813264,0.5215651,0.3868807,0.56962,0.46095726,0.25724024,0.2543612,0.45936164,0.7143818,0.25724024,0.32929167,0.31650254,0.9923376,0.9794225,0.9924169,0.41716993,0.9101363,0.98954135,0.9800711,0.9822153,0.9882597,0.99221337,0.98196685,0.9865019,0.9859913,0.9854445,0.97992104,0.9769471,0.99450415,0.98174435,0.9920409,0.9954788,0.97952944,0.9859344,0.97774756,0.9791051,0.9911456,0.99103177,0.97989345,0.9779252,0.9963965,0.9412621,0.99781096,0.9978368
crp__delcrp_glyc__2_7,0.8265165,0.9857718,0.99169385,0.9815954,0.97107255,0.97804177,0.9754542,0.98928225,0.97757256,0.97826606,0.8616731,0.9805673,0.9879281,0.97712404,0.9851421,0.9862634,0.9962825,0.97794,0.9898205,0.9766859,0.9874088,0.98727775,0.98100543,0.98593736,0.99327576,0.9833498,0.9857907,0.99994135,0.98605984,0.98417264,0.9821612,0.9843969,0.9766255,0.9881799,0.9822164,0.97667897,0.9245737,0.9890959,0.990714,0.98260456,0.994711,0.99542,0.976955,0.25724867,0.0,0.25724867,0.0,0.25724867,0.5788643,0.16964354,0.30941775,0.20231088,0.47164184,0.42465135,0.5915245,0.4404287,0.25724867,0.3097783,0.43886408,0.69395125,0.25724867,0.32930246,0.3165129,0.9924115,0.979289,0.9923339,0.4052721,0.85075176,0.98950994,0.98002213,0.9821146,0.9881178,0.992082,0.98194385,0.9865152,0.9859908,0.98535085,0.97986174,0.9769378,0.9944229,0.9817058,0.99206305,0.9954338,0.97958916,0.98591495,0.9777675,0.9790492,0.9911229,0.99101937,0.9799014,0.9779193,0.9964585,0.88617575,0.99789196,0.997873
crp__delcrp_glyc__3_7,0.8245521,0.9861006,0.9917763,0.9817291,0.97135586,0.97828054,0.9756566,0.9893421,0.9777354,0.9784082,0.93942016,0.9807233,0.98823804,0.9772541,0.98526907,0.98645943,0.99646,0.9780787,0.9900218,0.9768556,0.9874928,0.9874911,0.9811098,0.98611784,0.99347556,0.98350596,0.98579526,0.99994135,0.9862559,0.9783961,0.9823105,0.98458076,0.97669345,0.9883329,0.9823674,0.97679865,0.96159333,0.9891368,0.9907705,0.9827297,0.9947746,0.99551463,0.97700566,0.25726065,0.0,0.25726065,0.0,0.25726065,0.64154816,0.19630821,0.36355135,0.23039341,0.49571046,0.40792182,0.6446085,0.4691658,0.25726065,0.36391708,0.46755627,0.72257423,0.25726065,0.3293178,0.31652763,0.9924577,0.979414,0.99241287,0.45845273,0.88793874,0.98959225,0.9801437,0.98218626,0.9882363,0.99217826,0.9819965,0.9866078,0.98607814,0.98549163,0.9799712,0.97702986,0.9945296,0.98181707,0.9920713,0.9954249,0.97964513,0.98593843,0.9778044,0.97905517,0.991188,0.99109656,0.97994703,0.97797346,0.9965204,0.9639533,0.99787116,0.99791086
glu__glu_ale3__1_7,0.83203405,0.9874889,0.9939208,0.98357904,0.97240067,0.97929573,0.97714716,0.9914542,0.9791713,0.9797348,0.8137048,0.98223597,0.98954415,0.97888607,0.986756,0.9879902,0.9980191,0.97951007,0.9920315,0.9788411,0.9888856,0.98893225,0.98277354,0.9880455,0.9950875,0.9851658,0.9873299,0.87940603,0.9878139,0.8616229,0.98381585,0.9861804,0.97826034,0.9898674,0.98385906,0.9783191,0.97002393,0.9903963,0.9926901,0.98402846,0.9967849,0.99764746,0.9786216,0.25776628,0.0,0.25776628,0.0,0.25776628,0.7419693,0.3459245,0.2545391,0.3820403,0.39367324,0.47086918,0.7181502,0.42194846,0.25776628,0.25488827,0.42038932,0.6760416,0.25776628,0.32996503,0.31714973,0.99451023,0.9811366,0.9938344,0.56720334,0.8399507,0.9912675,0.98143566,0.983681,0.9898086,0.99362695,0.9833906,0.98799366,0.98758227,0.9865365,0.98139244,0.9784937,0.9958031,0.9835773,0.99333656,0.99735016,0.9811971,0.98747337,0.9800131,0.98079264,0.9931447,0.95936066,0.9818557,0.9798143,0.9983648,0.83823776,0.99994123,0.9999326
glu__glu_ale4__1_7,0.8368579,0.9870782,0.99354947,0.98342603,0.9721168,0.9791862,0.97684586,0.9913163,0.9789269,0.9796528,0.7548954,0.98233193,0.9892007,0.978576,0.986456,0.98774016,0.99774784,0.9793711,0.9917104,0.9788249,0.9886563,0.9887548,0.982726,0.9877972,0.9947922,0.98497987,0.98726314,0.84204495,0.98774534,0.75567317,0.98370427,0.98608434,0.97819746,0.9899923,0.98378724,0.9782735,0.990561,0.99046767,0.9924571,0.9839134,0.9964705,0.9972639,0.9789338,0.25775334,0.0,0.25775334,0.0,0.25775334,0.6612503,0.27302927,0.3469563,0.31965736,0.4847595,0.44674423,0.67668355,0.39778796,0.25775334,0.34730718,0.39627036,0.65197206,0.25775334,0.32994848,0.31713384,0.994469,0.9811756,0.9938554,0.47720104,0.74055624,0.9912074,0.9814089,0.9836265,0.98974174,0.9936307,0.98342085,0.9877903,0.98736167,0.9865787,0.9812983,0.978353,0.9794834,0.9835176,0.99353737,0.9974073,0.9813432,0.9875103,0.9798101,0.98065704,0.99317956,0.99298775,0.98181164,0.97978073,0.99824566,0.7794081,0.99994123,0.9999101
glu__glu_ale5__1_7,0.8299587,0.98774755,0.99366724,0.98385346,0.97290593,0.9799871,0.97753626,0.99124056,0.97951007,0.98024464,0.83005375,0.9828752,0.98994255,0.97905034,0.98694384,0.9882989,0.9982509,0.9798385,0.99190426,0.9789829,0.98891765,0.9889695,0.98299795,0.9881675,0.99522275,0.9853001,0.9874191,0.84010947,0.987713,0.81794643,0.98396236,0.9864219,0.97841775,0.9901863,0.9841283,0.9784938,0.99077564,0.9903384,0.9925265,0.98425967,0.9964689,0.99728644,0.97886366,0.25774443,0.0,0.25774443,0.0,0.25774443,0.6442133,0.28737575,0.44605127,0.28737056,0.46074075,0.2982075,0.6971639,0.42840624,0.25774443,0.44640905,0.42684552,0.6824589,0.25774443,0.32993707,0.31712288,0.994483,0.9811987,0.99411833,0.4606837,0.8233891,0.99119043,0.9817535,0.9837792,0.9899702,0.99385387,0.98353547,0.9880085,0.98768014,0.9868747,0.9813698,0.9786424,0.996246,0.9835424,0.99352205,0.9972657,0.9813266,0.9877735,0.980115,0.981038,0.99283934,0.9927702,0.98163426,0.979638,0.998123,0.8545933,0.9998427,0.99994123
glu__glu_ale6__1_7,0.8233022,0.9848878,0.9904944,0.9810283,0.9703028,0.97734636,0.9746051,0.98836476,0.9766055,0.97746694,0.9999414,0.97982913,0.9871656,0.9760662,0.98391086,0.9854236,0.99544275,0.97688115,0.9892848,0.9760903,0.9860887,0.98626274,0.9801272,0.98513937,0.9923879,0.9824274,0.98437434,0.9907373,0.98506874,0.8961099,0.98110586,0.98352146,0.9754321,0.98708457,0.98118687,0.9755803,0.9877962,0.9877273,0.989433,0.98139703,0.99339586,0.99419874,0.9758853,0.25693843,0.0,0.25693843,0.0,0.25693843,0.57521296,0.29589483,0.40522957,0.29588795,0.5311376,0.42754725,0.71202224,0.4962215,0.25693843,0.40559655,0.4945571,0.74917126,0.25693843,0.32890528,0.31613117,0.9912525,0.97850245,0.9912042,0.40256587,0.86682796,0.98825794,0.9786661,0.98092324,0.98713285,0.99106294,0.9806338,0.9848034,0.98465,0.98409176,0.9787023,0.9754614,0.9929789,0.98056656,0.9904668,0.9943624,0.97835946,0.98479646,0.9769156,0.9777426,0.99026173,0.9900895,0.978928,0.9768398,0.9954083,0.98802704,0.9965541,0.9965334
glu__glu_ale8__1_7,0.8339552,0.98719823,0.9937469,0.98334575,0.97202,0.9787933,0.97696817,0.9910697,0.97886765,0.97928417,0.6868686,0.981932,0.98919445,0.9784839,0.986398,0.9876493,0.9976011,0.9792997,0.99170226,0.97869307,0.9885083,0.98869497,0.98260945,0.9877461,0.99475104,0.9849462,0.987333,0.87240034,0.98758364,0.89869183,0.9836154,0.98586047,0.97810197,0.9896784,0.98367757,0.97815037,0.9236196,0.9903904,0.992423,0.9839265,0.9966816,0.99755096,0.9786101,0.2577382,0.0,0.2577382,0.0,0.2577382,0.7821259,0.32466456,0.3685315,0.32465938,0.41089994,0.44575185,0.7607239,0.36789545,0.2577382,0.3688806,0.36641428,0.6221718,0.2577382,0.32992908,0.3171152,0.9943466,0.9809019,0.99364144,0.6192146,0.90809053,0.9911008,0.98122334,0.98346156,0.9894969,0.9933632,0.9833855,0.9876597,0.98725355,0.9865069,0.98111963,0.9783526,0.9757722,0.98336995,0.9934531,0.9971759,0.9812389,0.9872829,0.9797577,0.98056656,0.9930918,0.9652501,0.98161566,0.97957623,0.99805564,0.71135396,0.99994123,0.999879
glu__glu_ale9__1_7,0.83510995,0.9872421,0.993634,0.9834135,0.97225446,0.9790266,0.9768954,0.99152184,0.97897476,0.97944665,0.78423387,0.98222256,0.9893353,0.97876734,0.9866475,0.98781073,0.9978584,0.9793412,0.991826,0.9788676,0.9887891,0.98884267,0.9827947,0.98790234,0.9948941,0.98498815,0.9873337,0.88933754,0.9877192,0.8176333,0.9836918,0.9860771,0.97816414,0.9898002,0.98375577,0.97821254,0.98204285,0.9904035,0.99254334,0.98396146,0.9966053,0.99744874,0.97882956,0.25775957,0.0,0.25775957,0.0,0.25775957,0.6935388,0.30501795,0.2626944,0.30501276,0.46250495,0.43504632,0.65305257,0.41001794,0.25775957,0.26304355,0.40847957,0.6641563,0.25775957,0.32995647,0.3171415,0.9944948,0.981144,0.9937878,0.51088685,0.7506633,0.9912124,0.98136353,0.9836054,0.9896913,0.9935804,0.9835276,0.9878453,0.9873752,0.9864297,0.9813428,0.9782903,0.92271274,0.9835103,0.9934059,0.9974297,0.9812218,0.9874305,0.9798857,0.9806289,0.99321055,0.9764615,0.98185444,0.9798321,0.998415,0.8087558,0.99994123,0.9998721
glu__glu_ale10__1_7,0.8320488,0.9875028,0.99371165,0.9835791,0.97249585,0.9793719,0.9771922,0.9914076,0.9791472,0.9797729,0.80761963,0.9822533,0.9895511,0.9788793,0.98671114,0.9879851,0.9979776,0.9795517,0.99193645,0.97887754,0.9888666,0.98890984,0.9827373,0.9880784,0.995072,0.9851832,0.9874371,0.8870363,0.987992,0.8718962,0.9837986,0.9862255,0.9783486,0.98987955,0.9838816,0.9783953,0.9665757,0.9904638,0.9926296,0.9841478,0.996721,0.9975524,0.9786822,0.25776494,0.0,0.25776494,0.0,0.25776494,0.7906819,0.29043734,0.37693745,0.34207502,0.46163473,0.4504495,0.78222775,0.4195125,0.25776494,0.37728834,0.41795686,0.67361474,0.25776494,0.3299633,0.3171481,0.99452925,0.98117125,0.9938586,0.6308668,0.7983738,0.9913972,0.9815446,0.9836811,0.9897931,0.993722,0.983586,0.98795223,0.9875028,0.98653483,0.9813804,0.97842467,0.96551263,0.9835929,0.99338496,0.9974366,0.9813182,0.9875581,0.98005813,0.9807634,0.9934109,0.99307555,0.98186785,0.97981787,0.9984063,0.83215076,0.99994123,0.999898
42c__wt_42c__1_7,0.8269955,0.9881822,0.9934801,0.98390585,0.97334296,0.98026735,0.97795117,0.99127275,0.9797868,0.98038834,0.8590783,0.9828152,0.9901562,0.979054,0.9871537,0.9884726,0.9983458,0.98005646,0.9921318,0.9789399,0.98927635,0.9894302,0.9832681,0.9882254,0.9954644,0.9854944,0.9876308,0.90898204,0.98809576,0.89718324,0.98441404,0.9865868,0.9787463,0.99025816,0.9845437,0.97880334,0.9913609,0.99099964,0.99242395,0.9844711,0.9965499,0.997269,0.9788621,0.2577636,0.0,0.2577636,0.0,0.2577636,0.70135033,0.19528325,0.42236757,0.19527806,0.5069175,0.50008297,0.77077925,0.43965438,0.2577636,0.4227323,0.4380935,0.6936965,0.2577636,0.3299616,0.31714645,0.9945379,0.9814514,0.994334,0.5195287,0.98287916,0.99132633,0.9819181,0.9840614,0.990291,0.9941905,0.9837814,0.9883395,0.98793155,0.9877587,0.9819008,0.9790903,0.9965015,0.9838194,0.9942009,0.9976337,0.98147905,0.9881597,0.9796416,0.9810417,0.9930825,0.99308944,0.9819371,0.9799389,0.9982075,0.88362825,0.99989283,0.99994123
42c__42c_ale1__1_7,0.8413474,0.98638356,0.99313647,0.9828239,0.9712862,0.9774188,0.97626966,0.9907588,0.97832423,0.9779873,0.44405586,0.98160565,0.9881772,0.9779648,0.9858582,0.98696065,0.99664253,0.97877353,0.9910007,0.9784521,0.98787135,0.98812187,0.9821586,0.9872112,0.993921,0.98442745,0.9867965,0.6944969,0.9869175,0.64451516,0.9831401,0.9852085,0.9776417,0.98950946,0.98318505,0.97770214,0.842792,0.9900659,0.9921446,0.9834494,0.99618465,0.99705034,0.9786059,0.25768474,0.0,0.25768474,0.0,0.25768474,0.65102446,0.33429468,0.3519805,0.33429295,0.4463679,0.41754866,0.6518141,0.23199835,0.25768474,0.35232785,0.2306609,0.4866194,0.25768474,0.3298607,0.31704944,0.9942182,0.9807538,0.99340606,0.46720728,0.8509342,0.9905497,0.9808903,0.9831695,0.98916906,0.99290144,0.98274094,0.98724407,0.9867913,0.9854159,0.980479,0.97770214,0.8943134,0.982734,0.7488211,0.9966512,0.9810527,0.9867067,0.9792297,0.9801887,0.9923312,0.7347709,0.9413334,0.9185984,0.6780638,0.4684497,0.99994123,0.9998376
42c__42c_ale2__1_7,0.8354239,0.98730105,0.99351484,0.98336196,0.9724053,0.9794038,0.9771845,0.9912471,0.97914106,0.9798532,0.80284953,0.98236287,0.98936486,0.9788334,0.98675317,0.987868,0.9978896,0.97958356,0.99173284,0.9787452,0.9888273,0.98884284,0.9827933,0.9879112,0.99490625,0.9851353,0.98729414,0.83497965,0.9876727,0.8161845,0.98383033,0.98618793,0.9783218,0.9902118,0.9839185,0.9784082,0.9813967,0.99065083,0.9924311,0.98411036,0.99644977,0.9972621,0.978925,0.25775513,0.0,0.25775513,0.0,0.25775513,0.68419486,0.29453307,0.3613014,0.29544398,0.4833213,0.4589761,0.716026,0.4175797,0.25775513,0.36165744,0.41603795,0.6716913,0.25775513,0.32995075,0.31713602,0.9945139,0.9813085,0.99399537,0.500834,0.7924563,0.9911123,0.98165077,0.98377156,0.98988855,0.99377584,0.98342764,0.9880737,0.9876018,0.9866166,0.9815142,0.97844625,0.99593985,0.98342246,0.9937188,0.9974194,0.98143816,0.9876139,0.9797115,0.9807157,0.993126,0.99288917,0.9817683,0.9796873,0.9982473,0.827378,0.99990666,0.99994123
42c__42c_ale3__1_7,0.836619,0.9869782,0.9935323,0.9834782,0.97226083,0.9793231,0.97697765,0.99116784,0.97901195,0.9798053,0.73354214,0.98247916,0.9892113,0.97869915,0.98662734,0.98779744,0.99779975,0.9794994,0.9915585,0.97874755,0.9886876,0.98861325,0.9828162,0.9878303,0.99473184,0.9849992,0.9872876,0.88209164,0.9876333,0.785078,0.9837737,0.9858444,0.9782134,0.99003404,0.9838204,0.9782653,0.99072367,0.99075997,0.9923881,0.9839846,0.99639285,0.9971827,0.978853,0.25774845,0.0,0.25774845,0.0,0.25774845,0.506943,0.2592418,0.37292936,0.26124156,0.51849914,0.41497803,0.64048654,0.3886423,0.25774845,0.37328368,0.3871455,0.6428631,0.25774845,0.3299422,0.3171278,0.99455726,0.9811103,0.99398345,0.35873225,0.8293528,0.99111426,0.9814715,0.98367697,0.9897817,0.99367577,0.9834782,0.98782337,0.98735845,0.9869298,0.9814369,0.978388,0.9960575,0.98334336,0.9938244,0.99750763,0.9814127,0.9876333,0.97967917,0.98075765,0.9930812,0.99285996,0.98168063,0.97960484,0.9982163,0.75804573,0.99994123,0.99993086
42c__42c_ale4__1_7,0.834651,0.9875291,0.99355453,0.98329777,0.9725121,0.97885734,0.9772274,0.99137837,0.9792186,0.9792428,0.79854155,0.9821328,0.9892714,0.9787467,0.9866251,0.9878022,0.99771494,0.97950554,0.9917569,0.9787018,0.98875284,0.9888116,0.98273605,0.9879629,0.9948388,0.98511094,0.9872145,0.87885666,0.98770195,0.8241108,0.9837835,0.9860668,0.97831804,0.9899939,0.9838647,0.9783647,0.92722964,0.99052626,0.9923118,0.9841119,0.996486,0.9973036,0.9789645,0.25775823,0.0,0.25775823,0.0,0.25775823,0.75966305,0.275342,0.36740726,0.31917083,0.4343734,0.41867545,0.73643064,0.4158442,0.25775823,0.3677633,0.4143024,0.6699623,0.25775823,0.32995474,0.31713986,0.9945,0.9811476,0.9939054,0.58952963,0.78098714,0.99127984,0.9815572,0.9837195,0.98974323,0.9936548,0.9835069,0.988077,0.98761207,0.9865473,0.9815105,0.9782921,0.99597955,0.9833254,0.99361503,0.99747646,0.9813602,0.98742884,0.97980106,0.9806999,0.99309474,0.9500005,0.98166955,0.9796352,0.96914506,0.8230702,0.99992394,0.99994123
42c__42c_ale5__1_7,0.8351407,0.9870437,0.99355125,0.9833673,0.9724955,0.9793591,0.97705334,0.9913492,0.97906005,0.9797705,0.7492931,0.98235273,0.989403,0.97876626,0.98664963,0.9878716,0.9978654,0.97956306,0.9917502,0.9787006,0.98881704,0.9888032,0.98277104,0.9879926,0.9949011,0.9851113,0.9873721,0.8890297,0.98778003,0.7807177,0.98384094,0.9861259,0.9783324,0.9900045,0.98391867,0.97840846,0.99061984,0.99057144,0.99236727,0.98416585,0.996474,0.9971913,0.97887343,0.257752,0.0,0.257752,0.0,0.257752,0.5599644,0.22297774,0.38063294,0.3078747,0.48875138,0.4842592,0.6982785,0.39540756,0.257752,0.38099247,0.3938969,0.6496025,0.257752,0.32994676,0.3171322,0.9944535,0.9812742,0.99411124,0.3915134,0.7840656,0.9912438,0.98161125,0.983815,0.9899405,0.9938105,0.9834261,0.9880548,0.9876141,0.9865978,0.9814401,0.9784309,0.99590534,0.98333794,0.9936653,0.9973348,0.9813917,0.98753285,0.9797843,0.9807125,0.99307764,0.9903519,0.98172015,0.97963566,0.9982716,0.7738022,0.99994123,0.9999257
42c__42c_ale6__1_7,0.84662133,0.9858138,0.992938,0.9825964,0.9705753,0.9769219,0.97574174,0.9905932,0.97782737,0.97765803,0.40404436,0.9814577,0.98755896,0.9775647,0.9853904,0.98656714,0.9963662,0.97840965,0.99062604,0.9783302,0.9873896,0.9877128,0.98189485,0.9867261,0.99343735,0.9840064,0.8958687,0.7244558,0.9867849,0.6480178,0.98279166,0.9848945,0.97733665,0.9893768,0.98282105,0.97740227,0.79703695,0.9898727,0.9920688,0.9830629,0.9961277,0.99696404,0.9785082,0.25767586,0.0,0.25767586,0.0,0.25767586,0.66692126,0.27621642,0.30290583,0.3270276,0.44227284,0.39310318,0.65086716,0.20110898,0.25767586,0.3032445,0.19979058,0.4557817,0.25767586,0.32984927,0.31703848,0.9942581,0.9804676,0.9930883,0.48293248,0.7976918,0.99055177,0.9803933,0.98287976,0.98879963,0.9925216,0.98266035,0.9869404,0.98643583,0.98525566,0.9802032,0.9772917,0.7908458,0.9161061,0.63306266,0.93098867,0.9238645,0.98640126,0.9790887,0.9436439,0.9107772,0.72628564,0.89933145,0.9337412,0.6340908,0.42842355,0.99994123,0.9998376
42c__42c_ale8__1_7,0.8403514,0.98675776,0.9934117,0.9829174,0.97164375,0.9780678,0.9765815,0.9910733,0.978652,0.9786572,0.6644308,0.9817664,0.9885984,0.97835994,0.9862652,0.9872434,0.9971742,0.9790374,0.9912894,0.978493,0.98832357,0.98835987,0.98248535,0.9874957,0.99432254,0.9846993,0.9870654,0.77771765,0.9873056,0.75287676,0.9833564,0.98550814,0.97789675,0.9898981,0.9833858,0.97794855,0.80432665,0.99036473,0.9921518,0.9837125,0.9963671,0.9972658,0.978773,0.2577333,0.0,0.2577333,0.0,0.2577333,0.6707737,0.3097535,0.3051113,0.31837082,0.42869192,0.41483265,0.6576438,0.35748926,0.2577333,0.30545866,0.35602367,0.6118005,0.2577333,0.32992283,0.31710917,0.99449533,0.98090225,0.9935897,0.48682514,0.7442836,0.99098516,0.9811995,0.98338753,0.98943317,0.99324405,0.98324585,0.98772734,0.98721576,0.9861407,0.98111826,0.9779693,0.9137075,0.98315424,0.99351025,0.9971984,0.9812583,0.9871345,0.979549,0.9804529,0.99295026,0.8961065,0.9814709,0.9794038,0.87432986,0.68890876,0.99994123,0.9998963
42c__42c_ale9__1_7,0.8362575,0.98703164,0.9934804,0.98331726,0.97231406,0.97925544,0.97695833,0.99128354,0.97898406,0.9797359,0.785409,0.98237526,0.98916274,0.97859347,0.9865079,0.9877714,0.997817,0.9794698,0.9917312,0.97876626,0.9886373,0.9888361,0.9829819,0.9877904,0.99477327,0.98503184,0.98719406,0.8790689,0.9875467,0.7847332,0.9837614,0.98604643,0.97824603,0.99000627,0.9838617,0.9783117,0.9906112,0.99077886,0.99234134,0.98402244,0.996417,0.9971861,0.978927,0.25775155,0.0,0.25775155,0.0,0.25775155,0.57897955,0.26192915,0.39700222,0.26192397,0.5194526,0.4384136,0.6615534,0.4104874,0.25775155,0.39736,0.40895775,0.66462654,0.25775155,0.3299462,0.31713164,0.9944967,0.9812276,0.9940006,0.40528655,0.7940943,0.991045,0.9815352,0.9836923,0.9898334,0.99368954,0.9834019,0.98779386,0.9874032,0.9869262,0.9815231,0.9783238,0.9959883,0.9833622,0.99379843,0.99739873,0.9814609,0.9875778,0.9795907,0.9806105,0.992967,0.925612,0.98167866,0.979646,0.99208206,0.8099319,0.9999084,0.99994123
42c__42c_ale10__1_7,0.8398907,0.98704773,0.9933908,0.9829273,0.97180885,0.9780413,0.976726,0.9911232,0.97869116,0.9785615,0.6994241,0.981721,0.9887657,0.9783282,0.98624057,0.98729146,0.9972917,0.97907484,0.99140143,0.9785408,0.9882835,0.9884356,0.9824624,0.98748153,0.9943742,0.9847421,0.9870564,0.7539501,0.9873243,0.69358575,0.9833923,0.9855562,0.9778961,0.98988223,0.98342854,0.9779635,0.83562165,0.9902642,0.9922622,0.98373103,0.9963791,0.9972156,0.9788381,0.2577404,0.0,0.2577404,0.0,0.2577404,0.7545931,0.28635502,0.32770237,0.35868996,0.39383084,0.44006422,0.73606515,0.37358838,0.2577404,0.32804456,0.37210372,0.62784964,0.2577404,0.32993194,0.31711793,0.9944693,0.980919,0.99352044,0.5830507,0.76758164,0.9910852,0.9812733,0.9833491,0.98943806,0.9932283,0.98315895,0.98781514,0.98728627,0.9862233,0.9811817,0.9780292,0.94722307,0.98324883,0.9935239,0.99722254,0.98128366,0.987269,0.97964174,0.980582,0.9929846,0.9479749,0.9814842,0.9793773,0.85865885,0.72391486,0.9999395,0.99994123
ssw__wt_ac__1_7,0.8442325,0.9866162,0.9926308,0.98265946,0.97101563,0.97815675,0.97599006,0.99050903,0.9782207,0.978701,0.34663072,0.9819459,0.98845637,0.97817403,0.9863899,0.98700154,0.9967845,0.9787995,0.9906058,0.97834337,0.98781705,0.9879397,0.9823709,0.9870948,0.99378496,0.98419553,0.97541124,0.62237024,0.986554,0.5981944,0.98330915,0.98520803,0.97738785,0.9897557,0.9835182,0.9775088,0.9910723,0.99007016,0.99155784,0.98332125,0.99563724,0.9964251,0.9779978,0.25766292,0.0,0.25766292,0.0,0.25766292,0.589849,0.18491085,0.4802457,0.19439146,0.43142062,0.34270683,0.72808766,0.14595169,0.25766292,0.48058608,0.14470074,0.4007378,0.25766292,0.32983273,0.3170226,0.99364847,0.98033726,0.9932442,0.4136447,0.99800783,0.8617821,0.9813394,0.98281497,0.98900926,0.9936105,0.98289794,0.98772377,0.987081,0.98626375,0.98065174,0.97850925,0.9962351,0.98278904,0.97323763,0.9973996,0.98096794,0.9875026,0.97881335,0.9804116,0.9921574,0.8015533,0.9807986,0.937665,0.68147594,0.37098798,0.99994123,0.9997909
ssw__wt_glc__1_7,0.8183306,0.987304,0.9924024,0.9829425,0.97184813,0.9794233,0.97661173,0.98991704,0.97885716,0.9793836,0.8583483,0.98187584,0.98924565,0.9780667,0.9861165,0.987442,0.9974922,0.9789331,0.99103546,0.9777439,0.9881324,0.98796153,0.98198116,0.98702264,0.9943941,0.9843319,0.9864444,0.9999413,0.98661184,0.9613164,0.9832601,0.9853571,0.9774143,0.9891179,0.9833222,0.9774816,0.9897168,0.9896167,0.99105614,0.98331183,0.99515355,0.9960683,0.9774212,0.25738144,0.0,0.25738144,0.0,0.25738144,0.5618069,0.3109185,0.25412977,0.35297802,0.4810828,0.3765993,0.60204905,0.43920794,0.25738144,0.25449738,0.43765286,0.69287515,0.25738144,0.3294724,0.31667626,0.9930099,0.98014647,0.993129,0.39281973,0.9967673,0.989955,0.98059696,0.9829097,0.9891455,0.9929961,0.9821572,0.98688626,0.9866999,0.9861165,0.9805279,0.97770596,0.995226,0.9823471,0.9928166,0.9958922,0.98008263,0.98669124,0.9781133,0.97977364,0.9916447,0.99157566,0.9803743,0.97834283,0.9967173,0.8828619,0.9984087,0.9984915
